Commodity Name,Symbol,Date,Open,High,Low,Close
Canola,RS1:COM,12/09/2024,567.9329,570.4481,560.6786,561.5829
Canola,RS1:COM,11/09/2024,569.7069,578.5019,567.2308,569.8308
Canola,RS1:COM,10/09/2024,582.6417,583.0774,568.1248,568.7065
Canola,RS1:COM,09/09/2024,568.6753,587.6482,565.2091,583.7458
Canola,RS1:COM,07/09/2024,569.4726,569.4726,569.4726,569.4726
Canola,RS1:COM,06/09/2024,587.1432,587.3377,567.9001,569.4726
Canola,RS1:COM,05/09/2024,580.7268,589.2487,572.0711,588.2469
Canola,RS1:COM,04/09/2024,586.7466,587.8137,569.892,579.3398
Canola,RS1:COM,03/09/2024,613.347,613.4652,569.7566,589.0729
Canola,RS1:COM,31/08/2024,615.035,615.035,615.035,615.035
Canola,RS1:COM,30/08/2024,615.3755,621.2604,610.1794,615.035
Canola,RS1:COM,29/08/2024,596.7225,622.1306,595.1618,616.5746
Canola,RS1:COM,28/08/2024,599.0307,602.0892,590.3186,596.6454
Canola,RS1:COM,27/08/2024,588.832,606.3295,586.3051,598.2851
Canola,RS1:COM,26/08/2024,582.7574,591.97,576.8477,590.4951
Canola,RS1:COM,23/08/2024,566.8238,586.4696,565.3207,583.0337
Canola,RS1:COM,22/08/2024,575.1787,577.41,564.8121,565.2338
Canola,RS1:COM,21/08/2024,564.3185,580.8039,562.9134,575.2785
Canola,RS1:COM,20/08/2024,570.1912,574.7206,564.3686,565.1036
Canola,RS1:COM,19/08/2024,562.5658,574.4119,561.6808,570.5045
Canola,RS1:COM,17/08/2024,563.4819,563.4819,563.4819,563.4819
Canola,RS1:COM,16/08/2024,577.5059,581.0916,562.5272,563.4819
Canola,RS1:COM,15/08/2024,576.9572,588.1989,575.0134,577.2206
Canola,RS1:COM,14/08/2024,568.5881,580.9265,565.3182,577.2206
Canola,RS1:COM,13/08/2024,587.9757,589.0442,567.9582,569.2249
Canola,RS1:COM,12/08/2024,589.8104,596.1047,586.6963,587.7726
Canola,RS1:COM,10/08/2024,592.8033,592.8033,592.8033,592.8033
Canola,RS1:COM,09/08/2024,595.0298,607.0157,589.9357,592.8033
Canola,RS1:COM,08/08/2024,594.7051,606.886,590.6951,595.9201
Canola,RS1:COM,07/08/2024,588.2438,595.7131,585.1281,595.483
Canola,RS1:COM,06/08/2024,608.1505,610.5719,584.6947,587.4318
Canola,RS1:COM,03/08/2024,611.7338,611.7338,611.7338,611.7338
Canola,RS1:COM,02/08/2024,608.8179,616.619,606.5283,611.7338
Canola,RS1:COM,01/08/2024,623.8759,623.9762,606.6739,609.6319
Canola,RS1:COM,31/07/2024,617.8272,627.6822,617.1817,622.9172
Canola,RS1:COM,30/07/2024,634.7053,635.8078,612.2242,618.2358
Canola,RS1:COM,29/07/2024,645.4571,651.0412,628.8453,637.3128
Canola,RS1:COM,27/07/2024,646.3246,646.3246,646.3246,646.3246
Canola,RS1:COM,26/07/2024,666.8621,671.1789,645.5165,646.3246
Canola,RS1:COM,25/07/2024,667.8761,673.8144,661.3378,668.7678
Canola,RS1:COM,24/07/2024,676.6385,678.1317,668.1783,669.4805
Canola,RS1:COM,23/07/2024,670.1628,680.9998,667.1651,677.2453
Canola,RS1:COM,22/07/2024,648.6608,673.5623,648.6608,671.6622
Canola,RS1:COM,20/07/2024,646.3674,646.3674,646.3674,646.3674
Canola,RS1:COM,19/07/2024,647.0024,657.8519,641.8464,646.3674
Canola,RS1:COM,18/07/2024,631.3667,655.396,628.144,646.8896
Canola,RS1:COM,17/07/2024,618.6794,636.6493,618.6794,631.2741
Canola,RS1:COM,16/07/2024,613.9932,628.9019,613.9932,620.2664
Canola,RS1:COM,15/07/2024,617.2392,617.8766,604.788,614.8902
Canola,RS1:COM,13/07/2024,619.5609,619.5609,619.5609,619.5609
Canola,RS1:COM,12/07/2024,622.5322,626.6321,615.7966,619.5609
Canola,RS1:COM,11/07/2024,616.2351,631.799,615.2068,621.2351
Canola,RS1:COM,10/07/2024,632.2771,637.7978,616.0058,616.2383
Canola,RS1:COM,09/07/2024,647.4425,647.6505,629.9236,633.3397
Canola,RS1:COM,08/07/2024,652.1509,663.6561,648.0026,648.6446
Canola,RS1:COM,06/07/2024,658.0709,658.0709,658.0709,658.0709
Canola,RS1:COM,05/07/2024,646.1137,661.6538,645.391,658.0709
Canola,RS1:COM,04/07/2024,651.8773,657.8559,644.7415,649.3258
Canola,RS1:COM,03/07/2024,648.7603,659.8904,641.1879,652.4003
Canola,RS1:COM,02/07/2024,633.5374,658.8742,632.5608,650.6608
Canola,RS1:COM,29/06/2024,626.9588,626.9588,626.9588,626.9588
Canola,RS1:COM,28/06/2024,588.5382,628.9857,587.0318,626.9588
Canola,RS1:COM,27/06/2024,586.8924,605.6479,579.3898,589.9617
Canola,RS1:COM,26/06/2024,580.9965,598.7556,578.8098,586.9981
Canola,RS1:COM,25/06/2024,598.2053,599.2985,579.9944,579.9944
Canola,RS1:COM,24/06/2024,604.9584,610.8941,597.2929,597.9167
Canola,RS1:COM,22/06/2024,606.2912,606.2912,606.2912,606.2912
Canola,RS1:COM,21/06/2024,601.0356,608.6417,599.4177,606.2912
Canola,RS1:COM,20/06/2024,609.3053,613.4017,598.83,602.6068
Canola,RS1:COM,19/06/2024,607.7197,615.812,603.9517,612.9148
Canola,RS1:COM,18/06/2024,604.9952,615.1115,597.7185,608.7424
Canola,RS1:COM,17/06/2024,604.3574,608.1717,597.4276,606.0966
Canola,RS1:COM,14/06/2024,622.7414,625.7696,603.8719,606.3935
Canola,RS1:COM,13/06/2024,630.6143,631.8437,618.5279,624.1198
Canola,RS1:COM,12/06/2024,626.8741,633.866,619.4993,631.3072
Canola,RS1:COM,11/06/2024,627.6666,630.2995,618.0624,627.3817
Canola,RS1:COM,10/06/2024,629.4541,634.2394,622.0774,627.7819
Canola,RS1:COM,07/06/2024,639.9288,640.4618,625.5627,629.2559
Canola,RS1:COM,06/06/2024,615.4141,641.1601,615.4102,641.1404
Canola,RS1:COM,05/06/2024,626.5319,630.9692,615.1145,615.2128
Canola,RS1:COM,04/06/2024,632.7586,639.2456,624.7778,625.6574
Canola,RS1:COM,03/06/2024,658.8641,661.5812,628.8889,632.468
Canola,RS1:COM,31/05/2024,657.5836,669.564,655.0353,661.2683
Canola,RS1:COM,30/05/2024,667.2032,668.8118,656.9381,658.1151
Canola,RS1:COM,29/05/2024,667.5421,674.9189,664.2666,668.981
Canola,RS1:COM,28/05/2024,671.5598,675.3934,664.996,668.3525
Canola,RS1:COM,27/05/2024,665.322,673.5518,659.374,671.4349
Canola,RS1:COM,25/05/2024,664.4087,664.4087,664.4087,664.4087
Canola,RS1:COM,24/05/2024,670.7536,673.9257,663.87,664.4087
Canola,RS1:COM,23/05/2024,664.9507,673.9494,662.6755,670.5263
Canola,RS1:COM,22/05/2024,663.1757,672.1902,661.7634,664.616
Canola,RS1:COM,21/05/2024,666.9545,668.8909,659.1654,663.6861
Canola,RS1:COM,18/05/2024,661.7588,661.7588,661.7588,661.7588
Canola,RS1:COM,17/05/2024,650.5989,663.4546,649.6751,661.7588
Canola,RS1:COM,16/05/2024,647.4564,655.1204,645.5479,650.7945
Canola,RS1:COM,15/05/2024,655.3406,660.4407,647.7635,648.1745
Canola,RS1:COM,14/05/2024,667.7102,668.8783,653.883,654.6701
Canola,RS1:COM,13/05/2024,661.4028,669.226,658.1414,668.11
Canola,RS1:COM,11/05/2024,661.0188,661.0188,661.0188,661.0188
Canola,RS1:COM,10/05/2024,650.9713,664.8281,647.3088,661.0188
Canola,RS1:COM,09/05/2024,655.3198,660.8413,649.0448,651.576
Canola,RS1:COM,08/05/2024,666.4852,666.4852,655.3685,655.716
Canola,RS1:COM,07/05/2024,667.1645,668.1479,664.4932,667.4593
Canola,RS1:COM,06/05/2024,638.6,653.9,635.3,652.1
Canola,RS1:COM,03/05/2024,616.4841,616.5489,616.3633,616.3819
Canola,RS1:COM,02/05/2024,605.1439,618.3264,605.1439,616.6729
Canola,RS1:COM,01/05/2024,600.7963,609.5778,598.5722,608.3705
Canola,RS1:COM,30/04/2024,615.0637,615.803,599.2818,599.5997
Canola,RS1:COM,29/04/2024,618.6405,629.8776,614.9044,615.0783
Canola,RS1:COM,27/04/2024,620.8372,620.8372,620.8372,620.8372
Canola,RS1:COM,26/04/2024,616.9512,626.0625,616.9433,620.8372
Canola,RS1:COM,25/04/2024,625.9816,628.0226,616.0371,622.6944
Canola,RS1:COM,24/04/2024,632.3187,641.8201,625.0697,625.9891
Canola,RS1:COM,23/04/2024,623.6,637.2044,623.1,633.6156
Canola,RS1:COM,22/04/2024,610.8,629.4,610.1,625.7
Canola,RS1:COM,19/04/2024,608.5,613.1,605.2,610.4
Canola,RS1:COM,18/04/2024,609.5,614.8,607.1,607.5
Canola,RS1:COM,17/04/2024,612.1,614.7,603.5,608.2
Canola,RS1:COM,16/04/2024,619.9,625.9,611.7,612.4
Canola,RS1:COM,15/04/2024,632.4,634.6,619.5,619.7
Canola,RS1:COM,12/04/2024,623.7,636.9,620,632.1
Canola,RS1:COM,11/04/2024,638.1,638.3,621.4,624.6
Canola,RS1:COM,10/04/2024,638.2,643.4,636.5,638.4
Canola,RS1:COM,09/04/2024,637.5,642.1,634,640
Canola,RS1:COM,08/04/2024,642.2,643.6,637.4,638.3
Canola,RS1:COM,05/04/2024,633.6,643.6,632.4,643.1
Canola,RS1:COM,04/04/2024,634.1,636.5,628.2,633.6
Canola,RS1:COM,03/04/2024,635.3,644.7,632.8,634.2
Canola,RS1:COM,02/04/2024,634,645.4,631.7,635.3
Canola,RS1:COM,01/04/2024,629.2,636.6,625.4,634.2
Canola,RS1:COM,28/03/2024,627.3,630.1,615.7,626.4
Canola,RS1:COM,27/03/2024,639.1,639.5,624.4,627.2
Canola,RS1:COM,26/03/2024,647.4,648,637.8,638.5
Canola,RS1:COM,25/03/2024,634.1,650.2,630.9,649.7
Canola,RS1:COM,22/03/2024,642.5,643.7,632,634.5
Canola,RS1:COM,21/03/2024,648.5,652.1,636.9,642.9
Canola,RS1:COM,20/03/2024,634,650,633,648.6
Canola,RS1:COM,19/03/2024,631.3,635.9,629.3,634.5
Canola,RS1:COM,18/03/2024,630.8,635.3,629.1,631.7
Canola,RS1:COM,15/03/2024,623.1,631.7,619.2,630.6
Canola,RS1:COM,14/03/2024,613,613,613,613
Canola,RS1:COM,13/03/2024,614.8,614.8,614.8,614.8
Canola,RS1:COM,12/03/2024,617.5,617.5,617.5,617.5
Canola,RS1:COM,11/03/2024,605.5,605.5,605.5,605.5
Canola,RS1:COM,08/03/2024,599.4,599.4,599.4,599.4
Canola,RS1:COM,07/03/2024,595.3,595.3,595.3,595.3
Canola,RS1:COM,06/03/2024,585,586.2,585,586.2
Canola,RS1:COM,05/03/2024,578.9,578.9,578.9,578.9
Canola,RS1:COM,04/03/2024,579.6,579.6,579.6,579.6
Canola,RS1:COM,01/03/2024,574.4,574.4,574.4,574.4
Canola,RS1:COM,29/02/2024,576.2,583,572.5,577.3
Canola,RS1:COM,28/02/2024,578,579.2,571.5,577.2
Canola,RS1:COM,27/02/2024,584.1,592.9,572,577.1
Canola,RS1:COM,26/02/2024,574.7,582.9,572.5,581.1
Canola,RS1:COM,23/02/2024,570.1,574.8,566.6,572.4
Canola,RS1:COM,22/02/2024,574.1,582.2,569.5,570.4
Canola,RS1:COM,21/02/2024,582.6,590.4,573,574
Canola,RS1:COM,20/02/2024,580,594.2,580,584.8
Canola,RS1:COM,16/02/2024,567.2,578.2,565.6,577.4
Canola,RS1:COM,15/02/2024,579.9,582.7,566,567
Canola,RS1:COM,14/02/2024,595.5,596.1,578.8,580.8
Canola,RS1:COM,13/02/2024,590.5,597.4,588.5,595.5
Canola,RS1:COM,12/02/2024,587,595.8,585.1,591
Canola,RS1:COM,09/02/2024,592.6,598.4,586.3,588.4
Canola,RS1:COM,08/02/2024,593.4,600.8,590.8,595.7
Canola,RS1:COM,07/02/2024,593.1,595.3,577.6,593.5
Canola,RS1:COM,06/02/2024,598.4,604,591.9,593.7
Canola,RS1:COM,05/02/2024,590.4,599.5,588.7,598.3
Canola,RS1:COM,02/02/2024,601.2,603.1,590.3,592.1
Canola,RS1:COM,01/02/2024,610.1,610.5,600.5,601.2
Canola,RS1:COM,31/01/2024,610.4,613.1,601.4,610.4
Canola,RS1:COM,30/01/2024,607.2,615.6,599,613.5
Canola,RS1:COM,29/01/2024,621.1,625.1,607.3,608.7
Canola,RS1:COM,26/01/2024,623.1,625.7,613.4,624.2
Sunflower Oil,SUNF:COM,24/01/2025,1273.4,1273.4,1273.4,1273.4
Sunflower Oil,SUNF:COM,23/01/2025,1273.8,1273.8,1273.8,1273.8
Sunflower Oil,SUNF:COM,22/01/2025,1282.5,1282.5,1282.5,1282.5
Sunflower Oil,SUNF:COM,21/01/2025,1301,1301,1301,1301
Sunflower Oil,SUNF:COM,20/01/2025,1290.3,1290.3,1290.3,1290.3
Sunflower Oil,SUNF:COM,17/01/2025,1291.4,1291.4,1291.4,1291.4
Sunflower Oil,SUNF:COM,16/01/2025,1303.9,1303.9,1303.9,1303.9
Sunflower Oil,SUNF:COM,15/01/2025,1304.1,1304.1,1304.1,1304.1
Sunflower Oil,SUNF:COM,14/01/2025,1304.4,1304.4,1304.4,1304.4
Sunflower Oil,SUNF:COM,13/01/2025,1304.6,1304.6,1304.6,1304.6
Sunflower Oil,SUNF:COM,10/01/2025,1264.9,1264.9,1264.9,1264.9
Sunflower Oil,SUNF:COM,09/01/2025,1247.6,1247.6,1247.6,1247.6
Sunflower Oil,SUNF:COM,08/01/2025,1247.6,1247.6,1247.6,1247.6
Sunflower Oil,SUNF:COM,07/01/2025,1252.7,1252.7,1252.7,1252.7
Sunflower Oil,SUNF:COM,06/01/2025,1250.5,1250.5,1250.5,1250.5
Sunflower Oil,SUNF:COM,03/01/2025,1258.9,1258.9,1258.9,1258.9
Sunflower Oil,SUNF:COM,02/01/2025,1265,1265,1265,1265
Sunflower Oil,SUNF:COM,01/01/2025,1269.5,1269.5,1269.5,1269.5
Sunflower Oil,SUNF:COM,31/12/2024,1268.4,1276.1,1268.4,1268.4
Sunflower Oil,SUNF:COM,30/12/2024,1272.3,1272.3,1272.3,1272.3
Sunflower Oil,SUNF:COM,27/12/2024,1271,1271,1271,1271
Sunflower Oil,SUNF:COM,26/12/2024,1255.3,1255.3,1255.3,1255.3
Sunflower Oil,SUNF:COM,24/12/2024,1245.9,1245.9,1245.9,1245.9
Sunflower Oil,SUNF:COM,23/12/2024,1254.7,1254.7,1254.7,1254.7
Sunflower Oil,SUNF:COM,20/12/2024,1261.4,1261.4,1261.4,1261.4
Sunflower Oil,SUNF:COM,19/12/2024,1260,1260,1260,1260
Sunflower Oil,SUNF:COM,18/12/2024,1257.2,1257.2,1257.2,1257.2
Sunflower Oil,SUNF:COM,17/12/2024,1264.7,1264.7,1264.7,1264.7
Sunflower Oil,SUNF:COM,16/12/2024,1274.8,1274.8,1274.8,1274.8
Sunflower Oil,SUNF:COM,13/12/2024,1281.5,1281.5,1281.5,1281.5
Sunflower Oil,SUNF:COM,12/12/2024,1286.9,1286.9,1286.9,1286.9
Sunflower Oil,SUNF:COM,11/12/2024,1292.8,1292.8,1292.8,1292.8
Sunflower Oil,SUNF:COM,10/12/2024,1290,1290,1290,1290
Sunflower Oil,SUNF:COM,09/12/2024,1304.1,1304.1,1304.1,1304.1
Sunflower Oil,SUNF:COM,06/12/2024,1307.5,1307.5,1307.5,1307.5
Sunflower Oil,SUNF:COM,05/12/2024,1308,1308,1308,1308
Sunflower Oil,SUNF:COM,04/12/2024,1309,1309,1309,1309
Sunflower Oil,SUNF:COM,03/12/2024,1315.4,1315.4,1315.4,1315.4
Sunflower Oil,SUNF:COM,02/12/2024,1314.6,1314.6,1314.6,1314.6
Sunflower Oil,SUNF:COM,29/11/2024,1320,1320,1320,1320
Sunflower Oil,SUNF:COM,28/11/2024,1302.2,1302.2,1302.2,1302.2
Sunflower Oil,SUNF:COM,27/11/2024,1319,1319,1319,1319
Sunflower Oil,SUNF:COM,26/11/2024,1306.7,1306.7,1306.7,1306.7
Sunflower Oil,SUNF:COM,25/11/2024,1314.7,1314.7,1314.7,1314.7
Sunflower Oil,SUNF:COM,22/11/2024,1326.1,1326.1,1326.1,1326.1
Sunflower Oil,SUNF:COM,21/11/2024,1335.8,1335.8,1335.8,1335.8
Sunflower Oil,SUNF:COM,19/11/2024,1333.6,1333.6,1333.6,1333.6
Sunflower Oil,SUNF:COM,18/11/2024,1325.3,1325.3,1325.3,1325.3
Sunflower Oil,SUNF:COM,14/11/2024,1330.3,1330.3,1330.3,1330.3
Sunflower Oil,SUNF:COM,13/11/2024,1313.4,1313.4,1313.4,1313.4
Sunflower Oil,SUNF:COM,12/11/2024,1323.3,1323.3,1323.3,1323.3
Sunflower Oil,SUNF:COM,11/11/2024,1350.4,1350.4,1350.4,1350.4
Sunflower Oil,SUNF:COM,08/11/2024,1339.2,1339.2,1339.2,1339.2
Sunflower Oil,SUNF:COM,07/11/2024,1333.4,1333.4,1333.4,1333.4
Sunflower Oil,SUNF:COM,06/11/2024,1325.6,1325.6,1325.6,1325.6
Sunflower Oil,SUNF:COM,05/11/2024,1326.3,1326.3,1326.3,1326.3
Sunflower Oil,SUNF:COM,04/11/2024,1326.5,1326.5,1326.5,1326.5
Sunflower Oil,SUNF:COM,31/10/2024,1286.9,1286.9,1286.9,1286.9
Sunflower Oil,SUNF:COM,30/10/2024,1289.6,1289.6,1289.6,1289.6
Sunflower Oil,SUNF:COM,29/10/2024,1280,1280,1280,1280
Sunflower Oil,SUNF:COM,28/10/2024,1280.8,1280.8,1280.8,1280.8
Sunflower Oil,SUNF:COM,25/10/2024,1277.6,1277.6,1277.6,1277.6
Sunflower Oil,SUNF:COM,24/10/2024,1230,1230,1230,1230
Sunflower Oil,SUNF:COM,23/10/2024,1228.7,1228.7,1228.7,1228.7
Sunflower Oil,SUNF:COM,22/10/2024,1205.9,1205.9,1205.9,1205.9
Sunflower Oil,SUNF:COM,21/10/2024,1203.4,1203.4,1203.4,1203.4
Sunflower Oil,SUNF:COM,18/10/2024,1196.2,1196.2,1196.2,1196.2
Sunflower Oil,SUNF:COM,17/10/2024,1209.9,1209.9,1209.9,1209.9
Sunflower Oil,SUNF:COM,16/10/2024,1225.2,1225.2,1225.2,1225.2
Sunflower Oil,SUNF:COM,15/10/2024,1202.9,1202.9,1202.9,1202.9
Sunflower Oil,SUNF:COM,14/10/2024,1205,1205,1205,1205
Sunflower Oil,SUNF:COM,11/10/2024,1207.2,1207.2,1207.2,1207.2
Sunflower Oil,SUNF:COM,10/10/2024,1191.8,1191.8,1191.8,1191.8
Sunflower Oil,SUNF:COM,09/10/2024,1214.2,1214.2,1214.2,1214.2
Sunflower Oil,SUNF:COM,08/10/2024,1222.9,1222.9,1222.9,1222.9
Sunflower Oil,SUNF:COM,07/10/2024,1195,1195,1195,1195
Sunflower Oil,SUNF:COM,04/10/2024,1199.1,1199.1,1199.1,1199.1
Sunflower Oil,SUNF:COM,03/10/2024,1175.5,1175.5,1175.5,1175.5
Sunflower Oil,SUNF:COM,01/10/2024,1165.5,1165.5,1165.5,1165.5
Sunflower Oil,SUNF:COM,30/09/2024,1164.7,1164.7,1164.7,1164.7
Sunflower Oil,SUNF:COM,27/09/2024,1190.7,1190.7,1190.7,1190.7
Sunflower Oil,SUNF:COM,26/09/2024,1178.7,1178.7,1178.7,1178.7
Sunflower Oil,SUNF:COM,25/09/2024,1175.1,1175.1,1175.1,1175.1
Sunflower Oil,SUNF:COM,24/09/2024,1151.4,1151.4,1151.4,1151.4
Sunflower Oil,SUNF:COM,23/09/2024,1159.2,1159.2,1159.2,1159.2
Sunflower Oil,SUNF:COM,20/09/2024,1149,1149,1149,1149
Sunflower Oil,SUNF:COM,19/09/2024,1128.4,1128.4,1128.4,1128.4
Sunflower Oil,SUNF:COM,18/09/2024,1110,1110,1110,1110
Sunflower Oil,SUNF:COM,17/09/2024,1084,1084,1084,1084
Sunflower Oil,SUNF:COM,16/09/2024,1055.4,1055.4,1055.4,1055.4
Sunflower Oil,SUNF:COM,13/09/2024,995.7,995.7,995.7,995.7
Sunflower Oil,SUNF:COM,12/09/2024,990.6,990.6,990.6,990.6
Sunflower Oil,SUNF:COM,11/09/2024,969.2,969.2,969.2,969.2
Sunflower Oil,SUNF:COM,10/09/2024,945.9,945.9,945.9,945.9
Sunflower Oil,SUNF:COM,09/09/2024,944.6,944.6,944.6,944.6
Sunflower Oil,SUNF:COM,06/09/2024,945.5,945.5,945.5,945.5
Sunflower Oil,SUNF:COM,05/09/2024,940.5,940.5,940.5,940.5
Sunflower Oil,SUNF:COM,04/09/2024,936,936,936,936
Sunflower Oil,SUNF:COM,03/09/2024,936.4,936.4,936.4,936.4
Sunflower Oil,SUNF:COM,02/09/2024,936.4,936.4,936.4,936.4
Sunflower Oil,SUNF:COM,30/08/2024,930.5,930.5,930.5,930.5
Sunflower Oil,SUNF:COM,29/08/2024,927,927,927,927
Sunflower Oil,SUNF:COM,28/08/2024,923.5,923.5,923.5,923.5
Sunflower Oil,SUNF:COM,27/08/2024,923.5,923.5,923.5,923.5
Sunflower Oil,SUNF:COM,26/08/2024,918.2,918.2,918.2,918.2
Sunflower Oil,SUNF:COM,23/08/2024,911.2,911.2,911.2,911.2
Sunflower Oil,SUNF:COM,22/08/2024,906.8,906.8,906.8,906.8
Sunflower Oil,SUNF:COM,21/08/2024,902.2,902.2,902.2,902.2
Sunflower Oil,SUNF:COM,20/08/2024,900.7,900.7,900.7,900.7
Sunflower Oil,SUNF:COM,19/08/2024,901,901,901,901
Sunflower Oil,SUNF:COM,16/08/2024,892.3,892.3,892.3,892.3
Sunflower Oil,SUNF:COM,14/08/2024,901,901,901,901
Sunflower Oil,SUNF:COM,13/08/2024,900,900,900,900
Sunflower Oil,SUNF:COM,12/08/2024,893.2,893.2,893.2,893.2
Sunflower Oil,SUNF:COM,09/08/2024,893.8,893.8,893.8,893.8
Sunflower Oil,SUNF:COM,08/08/2024,890.3,890.3,890.3,890.3
Sunflower Oil,SUNF:COM,07/08/2024,896,896,896,896
Sunflower Oil,SUNF:COM,06/08/2024,903.2,903.2,903.2,903.2
Sunflower Oil,SUNF:COM,05/08/2024,909,909,909,909
Sunflower Oil,SUNF:COM,02/08/2024,905.1,905.1,905.1,905.1
Sunflower Oil,SUNF:COM,01/08/2024,894.9,894.9,894.9,894.9
Sunflower Oil,SUNF:COM,31/07/2024,908.2,908.2,908.2,908.2
Sunflower Oil,SUNF:COM,30/07/2024,907.1,907.1,907.1,907.1
Sunflower Oil,SUNF:COM,29/07/2024,913,913,913,913
Sunflower Oil,SUNF:COM,26/07/2024,914.3,914.3,914.3,914.3
Sunflower Oil,SUNF:COM,25/07/2024,915,915,915,915
Sunflower Oil,SUNF:COM,24/07/2024,903.7,903.7,903.7,903.7
Sunflower Oil,SUNF:COM,23/07/2024,904.3,904.3,904.3,904.3
Sunflower Oil,SUNF:COM,22/07/2024,911.4,911.4,911.4,911.4
Sunflower Oil,SUNF:COM,19/07/2024,904.6,904.6,904.6,904.6
Sunflower Oil,SUNF:COM,18/07/2024,902.7,902.7,902.7,902.7
Sunflower Oil,SUNF:COM,16/07/2024,906.8,906.8,906.8,906.8
Sunflower Oil,SUNF:COM,15/07/2024,906.3,906.3,906.3,906.3
Sunflower Oil,SUNF:COM,12/07/2024,910.7,910.7,910.7,910.7
Sunflower Oil,SUNF:COM,11/07/2024,912.8,912.8,912.8,912.8
Sunflower Oil,SUNF:COM,10/07/2024,911.2,911.2,911.2,911.2
Sunflower Oil,SUNF:COM,09/07/2024,913.2,913.2,913.2,913.2
Sunflower Oil,SUNF:COM,08/07/2024,920.5,920.5,920.5,920.5
Sunflower Oil,SUNF:COM,05/07/2024,926.2,926.2,926.2,926.2
Sunflower Oil,SUNF:COM,04/07/2024,932,932,932,932
Sunflower Oil,SUNF:COM,03/07/2024,929.4,929.4,929.4,929.4
Sunflower Oil,SUNF:COM,02/07/2024,929.1,929.1,929.1,929.1
Sunflower Oil,SUNF:COM,01/07/2024,924.9,924.9,924.9,924.9
Sunflower Oil,SUNF:COM,28/06/2024,925.6,925.6,910.9,925.6
Sunflower Oil,SUNF:COM,27/06/2024,927.5,927.5,927.5,927.5
Sunflower Oil,SUNF:COM,26/06/2024,928.5,928.5,928.5,928.5
Sunflower Oil,SUNF:COM,25/06/2024,931.2,931.2,931.2,931.2
Sunflower Oil,SUNF:COM,24/06/2024,932.6,932.6,932.6,932.6
Sunflower Oil,SUNF:COM,21/06/2024,932.3,932.3,932.3,932.3
Sunflower Oil,SUNF:COM,20/06/2024,933.2,933.2,933.2,933.2
Sunflower Oil,SUNF:COM,19/06/2024,936.9,936.9,936.9,936.9
Sunflower Oil,SUNF:COM,18/06/2024,937.8,937.8,937.8,937.8
Sunflower Oil,SUNF:COM,14/06/2024,943.2,943.2,943.2,943.2
Sunflower Oil,SUNF:COM,13/06/2024,939.9,939.9,939.9,939.9
Sunflower Oil,SUNF:COM,12/06/2024,937.2,937.2,937.2,937.2
Sunflower Oil,SUNF:COM,11/06/2024,934.4,934.4,934.4,934.4
Sunflower Oil,SUNF:COM,10/06/2024,925.4,925.4,925.4,925.4
Sunflower Oil,SUNF:COM,07/06/2024,921.1,921.1,921.1,921.1
Sunflower Oil,SUNF:COM,06/06/2024,916.3,916.3,916.3,916.3
Sunflower Oil,SUNF:COM,05/06/2024,916.3,916.3,916.3,916.3
Sunflower Oil,SUNF:COM,04/06/2024,909.7,909.7,909.7,909.7
Sunflower Oil,SUNF:COM,03/06/2024,917,917,917,917
Sunflower Oil,SUNF:COM,31/05/2024,930.7,930.7,930.7,930.7
Sunflower Oil,SUNF:COM,30/05/2024,902.5,902.5,902.5,902.5
Sunflower Oil,SUNF:COM,29/05/2024,905.6,905.6,905.6,905.6
Sunflower Oil,SUNF:COM,28/05/2024,905.2,905.2,905.2,905.2
Sunflower Oil,SUNF:COM,27/05/2024,900.2,900.2,900.2,900.2
Sunflower Oil,SUNF:COM,24/05/2024,879.5,902.5,879.5,879.5
Sunflower Oil,SUNF:COM,23/05/2024,893.9,893.9,884.2,893.9
Sunflower Oil,SUNF:COM,22/05/2024,873.1,873.1,873.1,873.1
Sunflower Oil,SUNF:COM,21/05/2024,867.8,867.8,867.8,867.8
Sunflower Oil,SUNF:COM,17/05/2024,856.8,856.8,856.8,856.8
Sunflower Oil,SUNF:COM,16/05/2024,851.9,851.9,851.9,851.9
Sunflower Oil,SUNF:COM,15/05/2024,853.2,853.2,853.2,853.2
Sunflower Oil,SUNF:COM,14/05/2024,853.5,853.5,853.5,853.5
Sunflower Oil,SUNF:COM,13/05/2024,858.2,858.2,858.2,858.2
Sunflower Oil,SUNF:COM,10/05/2024,852.1,852.1,852.1,852.1
Sunflower Oil,SUNF:COM,09/05/2024,853.7,853.7,853.7,853.7
Sunflower Oil,SUNF:COM,08/05/2024,853,853,853,853
Sunflower Oil,SUNF:COM,07/05/2024,854.1,854.1,854.1,854.1
Sunflower Oil,SUNF:COM,06/05/2024,851.6,851.6,851.6,851.6
Sunflower Oil,SUNF:COM,03/05/2024,848.1,848.1,848.1,848.1
Sunflower Oil,SUNF:COM,02/05/2024,854.5,854.5,854.5,854.5
Sunflower Oil,SUNF:COM,30/04/2024,858.9,858.9,858.9,858.9
Sunflower Oil,SUNF:COM,29/04/2024,862.8,862.8,862.8,862.8
Sunflower Oil,SUNF:COM,26/04/2024,866.7,866.7,866.7,866.7
Sunflower Oil,SUNF:COM,25/04/2024,865.5,865.5,865.5,865.5
Sunflower Oil,SUNF:COM,24/04/2024,868.3,868.3,868.3,868.3
Sunflower Oil,SUNF:COM,23/04/2024,870.1,870.1,870.1,870.1
